"","doi","score","normalizedScore","title","fullCitation","coins","year"
"1","http://dx.doi.org/10.3390/ma8063101",1,100,"Photoluminescent ZnO Nanoparticles and Their Biological Applications","Zheng-Yong Zhang, Huan-Ming Xiong, 2015, 'Photoluminescent ZnO Nanoparticles and Their Biological Applications', <i>Materials</i>, vol. 8, no. 6, pp. 3101-3127","ctx_ver=Z39.88-2004&amp;rft_id=info%3Adoi%2Fhttp%3A%2F%2Fdx.doi.org%2F10.3390%2Fma8063101&amp;rfr_id=info%3Asid%2Fcrossref.org%3Asearch&amp;rft.atitle=Photoluminescent+ZnO+Nanoparticles+and+Their+Biological+Applications&amp;rft.jtitle=Materials&amp;rft.date=2015&amp;rft.volume=8&amp;rft.issue=6&amp;rft.spage=3101&amp;rft.epage=3127&amp;rft.aufirst=Zheng-Yong&amp;rft.aulast=Zhang&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.au=Zheng-Yong+Zhang&amp;rft.au=+Huan-Ming+Xiong",2015
